accession	description	base_count	scientific_name	tax_id	first_public	last_updated
AB669881	Drosophila baimaii Adh gene for alcohol dehydrogenase, partial cds, strain: Y150.	838	Drosophila baimaii	137353	2014-01-02	2014-01-02
AB669889	Drosophila parvula Adh gene for alcohol dehydrogenase, partial cds, strain: SHL17.	864	Drosophila parvula	137077	2014-01-02	2014-01-02
AF136696	Drosophila americana americana G96.30Y alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF175216	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k15 allele, complete cds.	951	Drosophila melanogaster	7227	1999-10-06	1999-12-21
AF459786	Drosophila ficusphila alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila ficusphila	30025	2002-05-16	2006-11-14
KJ767240	Drosophila melanogaster strain Zimbabwe-109 alcohol dehydrogenase (Adh) gene, partial cds.	872	Drosophila melanogaster	7227	2014-09-04	2014-10-29
AF136672	Drosophila americana americana G96.13X alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF175211	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h12 allele, complete cds.	951	Drosophila melanogaster	7227	1999-10-06	1999-12-21
AF459756	Drosophila phaeopleura alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila phaeopleura	195712	2002-05-16	2006-11-14
KY002643	UNVERIFIED: Drosophila melanogaster strain IND_DMEL_AMD10 alcohol dehydrogenase-like gene, complete sequence.	708	Drosophila melanogaster	7227	2017-10-13	2017-10-13
KY002644	UNVERIFIED: Drosophila ananassae strain IND_DANA_KL18 alcohol dehydrogenase-like gene, partial sequence.	740	Drosophila ananassae	7217	2017-10-13	2017-10-13
AB669868	Drosophila lini Adh gene for alcohol dehydrogenase, partial cds, strain: DHS501.	843	Drosophila lini	74550	2014-01-02	2014-01-02
AB669883	Drosophila bicornuta Adh gene for alcohol dehydrogenase, partial cds, strain: BOG2.	838	Drosophila bicornuta	112146	2014-01-02	2014-01-02
AB669891	Drosophila pectinifera Adh gene for alcohol dehydrogenase, partial cds, strain: OGS98m.	841	Drosophila pectinifera	359927	2014-01-02	2014-01-02
AF136670	Drosophila americana americana G96.38X alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF136683	Drosophila americana americana G96.41Y alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF136686	Drosophila americana americana G96.27Y alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF136687	Drosophila americana americana G96.06Y alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF136708	Drosophila americana texana LP97.04 alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana texana	40372	1999-06-03	2005-04-15
AF201427	Drosophila sechellia isolate type line alcohol dehydrogenase (Adhr) gene, intron 1.	482	Drosophila sechellia	7238	2000-07-03	2006-11-14
AF459747	Drosophila paralutea alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila paralutea	186284	2002-05-16	2006-11-14
AF459785	Drosophila elegans alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila elegans	30023	2002-05-16	2006-11-14
U64528	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS248 allele, complete cds.	3488	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
AF175220	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k82 allele, complete cds.	951	Drosophila melanogaster	7227	1999-10-06	1999-12-21
AF459746	Drosophila tolteca alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila tolteca	7259	2002-05-16	2006-11-14
AF459765	Drosophila seguyi alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila seguyi	73917	2002-05-16	2006-11-14
AF459784	Drosophila ercepeae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila ercepeae	42063	2002-05-16	2006-11-14
U64556	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS350 allele, complete cds.	3471	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
U64524	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS232 allele, complete cds.	3498	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
U64532	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS260 allele, complete cds.	3392	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
U64543	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS311 allele, complete cds.	3458	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
U64545	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS320 allele, complete cds.	3474	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
U64548	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS329 allele, complete cds.	3498	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
U64549	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS331 allele, complete cds.	3470	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
U64560	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS367 allele, complete cds.	3467	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
KY002645	UNVERIFIED: Drosophila ananassae strain IND_DANA_AMD6 alcohol dehydrogenase-like gene, partial sequence.	1301	Drosophila ananassae	7217	2017-10-13	2017-10-13
AB669890	Drosophila pectinifera Adh gene for alcohol dehydrogenase, partial cds, strain: OGH06-06.	841	Drosophila pectinifera	359927	2014-01-02	2014-01-02
AB703322	Drosophila miranda Adh gene for alcohol dehydrogenase, partial cds, clone: D.miranda.	405	Drosophila miranda	7229	2012-03-18	2012-03-18
AY340305	Drosophila americana pop-variant NN00.05Y alcohol dehydrogenase (Adh) gene, partial cds.	881	Drosophila americana	40366	2003-08-13	2005-04-16
AY364509	Drosophila mojavensis strain MJS 16F alcohol dehydrogenase-2 (Adh2) gene, complete cds.	880	Drosophila mojavensis	7230	2004-01-30	2005-04-16
EF216312	Drosophila hubeiensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.	431	Drosophila hubeiensis	57873	2007-06-10	2010-09-07
KJ767242	Drosophila yakuba strain 14021-0261.0 alcohol dehydrogenase (Adh) gene, partial cds.	865	Drosophila yakuba	7245	2014-09-04	2014-10-29
AB669839	Drosophila tani Adh gene for alcohol dehydrogenase, partial cds, strain: tani-YF.	838	Drosophila tani	137070	2014-01-02	2014-01-02
AB703318	Drosophila athabasca Adh gene for alcohol dehydrogenase, partial cds, clone: D.athabasca.	405	Drosophila athabasca	7248	2012-03-18	2012-03-18
AB830534	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: IR96-1.	838	Drosophila lacteicornis	67531	2014-01-12	2014-01-12
AY340287	Drosophila americana pop-variant NN97.09X alcohol dehydrogenase (Adh) gene, partial cds.	881	Drosophila americana	40366	2003-08-13	2005-04-16
AY340301	Drosophila americana pop-variant NN97.04Y alcohol dehydrogenase (Adh) gene, partial cds.	881	Drosophila americana	40366	2003-08-13	2005-04-16
AY364520	Drosophila mojavensis strain MJS 132 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	879	Drosophila mojavensis	7230	2004-01-30	2005-04-16
AY874362	Drosophila subobscura strain line 1 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	1406	Drosophila subobscura	7241	2005-05-31	2005-05-31
AB669865	Drosophila leontia Adh gene for alcohol dehydrogenase, partial cds, strain: AO-2.	832	Drosophila leontia	109356	2014-01-02	2014-01-02
AF136675	Drosophila americana americana D.am-.9Y alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AY541095	Drosophila innubila strain CH3_M3 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	555	Drosophila innubila	198719	2004-12-13	2005-08-24
AY340306	Drosophila americana pop-variant NN00.07Y alcohol dehydrogenase (Adh) gene, partial cds.	881	Drosophila americana	40366	2003-08-13	2005-04-16
AF459758	Drosophila malerkotliana malerkotliana alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila malerkotliana malerkotliana	195057	2002-05-16	2006-11-14
AB669835	Drosophila rufa Adh gene for alcohol dehydrogenase, partial cds, strain: rufa-OGM.	838	Drosophila rufa	67533	2014-01-02	2014-01-02
AB825961	Drosophila fengkainensis Adh gene for alcohol dehydrogenase, partial cds, strain: XT-33.	840	Drosophila fengkainensis	1084936	2015-12-16	2015-12-16
U20765	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, complete cds, and copia insertion site.	2365	Drosophila melanogaster	7227	1995-03-12	2006-11-14
U76478	Drosophila mulleri strain -1371.0 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	902	Drosophila mulleri	7231	1997-03-06	2005-04-18
AY044127	Drosophila sulfurigaster alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	716	Drosophila sulfurigaster	88886	2002-08-06	2006-11-14
AY154832	Drosophila mojavensis strain MJBC 80 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	880	Drosophila mojavensis	7230	2003-03-03	2005-04-16
AY154852	Drosophila arizonae strain AR00 2 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	880	Drosophila arizonae	7263	2003-03-03	2005-04-16
AY154856	Drosophila arizonae strain AR00 13 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	880	Drosophila arizonae	7263	2003-03-03	2005-04-16
AY154863	Drosophila arizonae strain ARTU 36 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	880	Drosophila arizonae	7263	2003-03-03	2005-04-16
M17833	D.melanogaster (strain Fl-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.	2727	Drosophila melanogaster	7227	1991-07-01	2006-11-14
M60995	Drosophila pseudoobscura bogotana strain BOG 3389.6 alcohol dehydrogenase (adh) gene, complete cds.	3475	Drosophila pseudoobscura bogotana	46244	1992-01-26	2006-11-14
AB669875	Drosophila birchii Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0521.00.	833	Drosophila birchii	46829	2014-01-02	2014-01-02
AB669877	Drosophila bunnanda Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0721.00.	826	Drosophila bunnanda	244254	2014-01-02	2014-01-02
AB932651	Drosophila cardinoides Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2291.00.	834	Drosophila cardinoides	134000	2014-10-26	2014-10-26
M60993	Drosophila pseudoobscura bogotana strain BOG 3389.4 alcohol dehydrogenase (adh) gene, complete cds.	3485	Drosophila pseudoobscura bogotana	46244	1992-01-26	2006-11-14
AB669847	Drosophila tsacasi Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0701.00.	838	Drosophila tsacasi	34677	2014-01-02	2014-01-02
AY044131	Drosophila hypocausta alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	723	Drosophila hypocausta	157293	2002-08-06	2006-11-14
M17835	D.melanogaster (strain Wa-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.	2769	Drosophila melanogaster	7227	1991-07-01	2006-11-14
AY044123	Drosophila oritisa alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	725	Drosophila oritisa	157058	2002-08-06	2006-11-14
AB669873	Drosophila nikananu Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0601.00.	839	Drosophila nikananu	73157	2014-01-02	2014-01-02
AB932654	Drosophila dunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2291.00.	839	Drosophila dunni	133979	2014-10-26	2014-10-26
AY154842	Drosophila arizonae strain ARTU 22 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	878	Drosophila arizonae	7263	2003-03-03	2005-04-16
AB932663	Drosophila nigrodunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2311.00.	840	Drosophila nigrodunni	133975	2014-10-26	2014-10-26
AF067280	Drosophila affinis alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	430	Drosophila affinis	7246	1998-07-02	2006-11-14
AY044121	Drosophila curviceps alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	725	Drosophila curviceps	157055	2002-08-06	2006-11-14
AY364495	Drosophila mojavensis strain MJS 58.2 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	880	Drosophila mojavensis	7230	2004-01-30	2005-04-16
AF067284	Drosophila tsukubaensis alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.	830	Drosophila tsukubaensis	77130	1998-07-02	2006-11-14
AY154835	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	880	Drosophila mojavensis	7230	2003-03-03	2005-04-16
AB194426	Drosophila ananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	1757	Drosophila ananassae	7217	2005-05-07	2006-02-27
AF045116	Drosophila sturtevanti strain 14043-0871.9 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	405	Drosophila sturtevanti	30047	1998-06-02	2006-11-14
AF045119	Drosophila prosaltans strain 14045-0901.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	405	Drosophila prosaltans	30042	1998-06-02	2006-11-14
AY154872	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	880	Drosophila mojavensis	7230	2003-03-03	2005-04-16
M17845	D.melanogaster alcohol dehydrogenase gene, X-ray induced allele Adh-nLA248, exons 2-4.	795	Drosophila melanogaster	7227	1988-04-02	2006-11-14
AY154867	Drosophila mojavensis strain MJBC 39.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	879	Drosophila mojavensis	7230	2003-03-03	2005-04-16
AY154836	Drosophila mojavensis strain MJBC 115.4 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	880	Drosophila mojavensis	7230	2003-03-03	2005-04-16
AY154827	Drosophila mojavensis strain MJBC 25.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	880	Drosophila mojavensis	7230	2003-03-03	2005-04-16
U40986	Drosophila bifasciata alcohol dehydrogenase (Adh) gene, partial exons 2 and 3, and partial cds.	429	Drosophila bifasciata	7218	1996-09-27	2006-11-14
AB194423	Drosophila malerkotliana pallens Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	1775	Drosophila malerkotliana pallens	296644	2005-05-07	2006-02-27
AB194425	Drosophila pseudoananassae pseudoananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	1762	Drosophila pseudoananassae pseudoananassae	65965	2005-05-07	2006-02-27
AF348879	Drosophila triauraria strain YK alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	668	Drosophila triauraria	67534	2001-04-16	2006-11-14
AF151684	Drosophila virilis gp150 (gp150) gene, complete cds type III alcohol dehydrogenase and polar granule component genes, partial sequence.	6045	Drosophila virilis	7244	2000-05-03	2003-08-20
AI062419	GH01616.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH01616 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/12/2002, mRNA sequence.	621	Drosophila melanogaster	7227	1998-07-27	2003-12-03
BG632144	GH04104.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH04104 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/12/2002, mRNA sequence.	690	Drosophila melanogaster	7227	2001-04-28	2003-12-03
CV787951	zaa60b01.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.	711	Drosophila yakuba	7245	2004-11-12	2004-11-12
BI571735	RH07019.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07019 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	548	Drosophila melanogaster	7227	2001-09-07	2001-09-07
BI570978	RH05780.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05780 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	694	Drosophila melanogaster	7227	2001-09-07	2001-09-07
BI571817	RH07117.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07117 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	535	Drosophila melanogaster	7227	2001-09-07	2001-09-07
AF171740	AF171740 Drosophila melanogaster brain Canton S adult Drosophila melanogaster cDNA clone 201 similar to mRNA for alcohol dehydrogenase related function, mRNA sequence.	562	Drosophila melanogaster	7227	1999-08-25	2000-03-03
AI404819	GH24657.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH24657 5prime similar to X60793: D.melanogaster (strain NC16) Adh gene for alcohol dehydrogenase, mRNA sequence.	667	Drosophila melanogaster	7227	1999-02-10	2001-04-25
AY695383	Drosophila antillea alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	1144	Drosophila antillea	133984	2006-08-01	2006-11-14
BF503615	AT04696.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT04696 5 similar to CG6083: FBan0006083 'alcohol dehydrogenase, iron-dependent' located on: 3L 68C9-68C10 : 04/07/2001, mRNA sequence.	730	Drosophila melanogaster	7227	2000-12-07	2001-04-26
BI241261	RE38288.5prime RE Drosophila melanogaster normalized Embryo pFlc-1 Drosophila melanogaster cDNA clone RE38288 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 05/12/2001, mRNA sequence.	679	Drosophila melanogaster	7227	2001-07-15	2001-07-15
BI606073	RH72161.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH72161 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/24/2001, mRNA sequence.	593	Drosophila melanogaster	7227	2001-09-10	2001-09-10
BI618605	RH49473.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH49473 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/19/2001, mRNA sequence.	647	Drosophila melanogaster	7227	2001-09-11	2001-09-11
BI622627	RH54530.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH54530 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/22/2001, mRNA sequence.	582	Drosophila melanogaster	7227	2001-09-11	2001-09-11
